id,store_id,label_id,release_id,sum_units,count,store_name,type,sum_royalty,report_date,territory_id
18888,269,33,32696,4,0,"Apple Music",,0.03,"2018-02-13 00:00:00",99
18889,269,33,47688,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",235
18890,269,33,47688,6,0,"Apple Music",,0.04,"2018-02-13 00:00:00",221
18891,269,34,11730,51,0,"Apple Music",,0.36,"2018-02-13 00:00:00",235
18892,269,34,11730,2,0,"Apple Music",,0.01,"2018-02-13 00:00:00",235
18893,269,34,21096,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18894,269,43,10145,4,0,"Apple Music",,0.03,"2018-02-13 00:00:00",183
18895,269,53,125537,2,0,"Apple Music",,0.01,"2018-02-13 00:00:00",183
18896,269,62,6249,19,0,"Apple Music",,0.13,"2018-02-13 00:00:00",59
18897,269,68,1245,29,0,"Apple Music",,0.20,"2018-02-13 00:00:00",232
18898,269,68,4218,70,0,"Apple Music",,0.49,"2018-02-13 00:00:00",13
18899,269,68,4218,6,0,"Apple Music",,0.04,"2018-02-13 00:00:00",232
18900,269,68,7360,9,0,"Apple Music",,0.06,"2018-02-13 00:00:00",232
18901,269,68,8071,15,0,"Apple Music",,0.11,"2018-02-13 00:00:00",40
18902,269,68,8348,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18903,269,68,12348,2,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18904,269,68,12348,69,0,"Apple Music",,0.48,"2018-02-13 00:00:00",232
18905,269,68,14265,2,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18906,269,68,15224,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18907,269,68,15224,3,0,"Apple Music",,0.02,"2018-02-13 00:00:00",101
18908,269,68,15872,4,0,"Apple Music",,0.03,"2018-02-13 00:00:00",183
18909,269,68,16609,8,0,"Apple Music",,0.06,"2018-02-13 00:00:00",232
18910,269,68,16609,7,0,"Apple Music",,0.05,"2018-02-13 00:00:00",232
18911,269,68,16609,3,0,"Apple Music",,0.02,"2018-02-13 00:00:00",232
18912,269,68,16609,6,0,"Apple Music",,0.04,"2018-02-13 00:00:00",232
18913,269,68,16781,8,0,"Apple Music",,0.06,"2018-02-13 00:00:00",235
18914,269,68,20103,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",40
18915,269,68,20103,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18916,269,68,20103,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18917,269,68,20775,6,0,"Apple Music",,0.04,"2018-02-13 00:00:00",232
18918,269,68,21380,5,0,"Apple Music",,0.04,"2018-02-13 00:00:00",232
18919,269,68,21380,2,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18920,269,68,21380,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",45
18921,269,68,22657,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",13
18922,269,68,22961,119,0,"Apple Music",,0.83,"2018-02-13 00:00:00",232
18923,269,68,22961,16,0,"Apple Music",,0.11,"2018-02-13 00:00:00",232
18924,269,68,22961,183,0,"Apple Music",,1.28,"2018-02-13 00:00:00",232
18925,269,68,22961,25,0,"Apple Music",,0.18,"2018-02-13 00:00:00",232
18926,269,68,23527,423,0,"Apple Music",,2.96,"2018-02-13 00:00:00",232
18927,269,68,23527,13,0,"Apple Music",,0.09,"2018-02-13 00:00:00",232
18928,269,68,25615,2,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18929,269,68,26866,7,0,"Apple Music",,0.05,"2018-02-13 00:00:00",232
18930,269,68,27539,2,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18931,269,68,28821,7,0,"Apple Music",,0.05,"2018-02-13 00:00:00",232
18932,269,68,28821,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",40
18933,269,68,28821,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",74
18934,269,68,30073,8,0,"Apple Music",,0.06,"2018-02-13 00:00:00",232
18935,269,68,30073,2,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18936,269,68,30073,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",13
18937,269,68,30073,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18938,269,68,30073,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18939,269,68,30073,4,0,"Apple Music",,0.03,"2018-02-13 00:00:00",183
18940,269,68,31066,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18941,269,68,31066,30,0,"Apple Music",,0.21,"2018-02-13 00:00:00",232
18942,269,68,31066,6,0,"Apple Music",,0.04,"2018-02-13 00:00:00",232
18943,269,68,33439,9,0,"Apple Music",,0.06,"2018-02-13 00:00:00",40
18944,269,68,37439,4,0,"Apple Music",,0.03,"2018-02-13 00:00:00",99
18945,269,68,37439,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18946,269,68,37439,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18947,269,68,38312,58,0,"Apple Music",,0.41,"2018-02-13 00:00:00",232
18948,269,68,38312,36,0,"Apple Music",,0.25,"2018-02-13 00:00:00",232
18949,269,68,38312,17,0,"Apple Music",,0.12,"2018-02-13 00:00:00",232
18950,269,68,38763,15,0,"Apple Music",,0.11,"2018-02-13 00:00:00",40
18951,269,68,42880,3,0,"Apple Music",,0.02,"2018-02-13 00:00:00",232
18952,269,68,43502,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18953,269,68,43502,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",207
18954,269,68,43502,3,0,"Apple Music",,0.02,"2018-02-13 00:00:00",232
18955,269,68,45150,14,0,"Apple Music",,0.10,"2018-02-13 00:00:00",232
18956,269,68,45150,15,0,"Apple Music",,0.11,"2018-02-13 00:00:00",228
18957,269,68,45150,9,0,"Apple Music",,0.06,"2018-02-13 00:00:00",14
18958,269,68,45940,4,0,"Apple Music",,0.03,"2018-02-13 00:00:00",13
18959,269,68,49138,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18960,269,68,49138,7,0,"Apple Music",,0.05,"2018-02-13 00:00:00",233
18961,269,68,50867,5,0,"Apple Music",,0.04,"2018-02-13 00:00:00",232
18962,269,68,52137,2,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18963,269,68,56599,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",183
18964,269,68,58670,7,0,"Apple Music",,0.05,"2018-02-13 00:00:00",232
18965,269,68,60608,5,0,"Apple Music",,0.04,"2018-02-13 00:00:00",232
18966,269,68,60613,6,0,"Apple Music",,0.04,"2018-02-13 00:00:00",183
18967,269,68,60995,2,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18968,269,68,64491,2,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18969,269,68,74314,4,0,"Apple Music",,0.03,"2018-02-13 00:00:00",111
18970,269,68,82642,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18971,269,68,82642,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",182
18972,269,68,90048,7,0,"Apple Music",,0.05,"2018-02-13 00:00:00",232
18973,269,68,91186,2,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18974,269,68,91186,4,0,"Apple Music",,0.03,"2018-02-13 00:00:00",232
18975,269,68,98007,6,0,"Apple Music",,0.04,"2018-02-13 00:00:00",232
18976,269,68,98007,8,0,"Apple Music",,0.06,"2018-02-13 00:00:00",40
18977,269,68,98918,3,0,"Apple Music",,0.02,"2018-02-13 00:00:00",81
18978,269,68,98918,7,0,"Apple Music",,0.05,"2018-02-13 00:00:00",232
18979,269,68,98918,2,0,"Apple Music",,0.01,"2018-02-13 00:00:00",111
18980,269,68,109239,3,0,"Apple Music",,0.02,"2018-02-13 00:00:00",13
18981,269,68,116066,10,0,"Apple Music",,0.07,"2018-02-13 00:00:00",232
18982,269,68,120474,3,0,"Apple Music",,0.02,"2018-02-13 00:00:00",232
18983,269,68,120474,2,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18984,269,68,126791,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18985,269,68,127969,3,0,"Apple Music",,0.02,"2018-02-13 00:00:00",232
18986,269,68,127969,21,0,"Apple Music",,0.15,"2018-02-13 00:00:00",40
18987,269,68,131359,4,0,"Apple Music",,0.03,"2018-02-13 00:00:00",232
18988,269,68,220900,6,0,"Apple Music",,0.04,"2018-02-13 00:00:00",40
18989,269,68,227938,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",183
18990,269,68,232499,2,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18991,269,68,235390,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",183
18992,269,90,6822,2,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18993,269,90,6822,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",13
18994,269,90,6822,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18995,269,90,6822,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18996,269,90,6986,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
18997,269,90,7031,2,0,"Apple Music",,0.01,"2018-02-13 00:00:00",233
18998,269,90,7031,28,0,"Apple Music",,0.20,"2018-02-13 00:00:00",232
18999,269,90,7041,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",40
19000,269,90,7738,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
19001,269,90,8123,3,0,"Apple Music",,0.02,"2018-02-13 00:00:00",81
19002,269,90,8301,4,0,"Apple Music",,0.03,"2018-02-13 00:00:00",232
19003,269,90,8408,3,0,"Apple Music",,0.02,"2018-02-13 00:00:00",232
19004,269,90,8857,6,0,"Apple Music",,0.04,"2018-02-13 00:00:00",232
19005,269,90,8861,2,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
19006,269,90,9517,24,0,"Apple Music",,0.17,"2018-02-13 00:00:00",232
19007,269,90,10160,3,0,"Apple Music",,0.02,"2018-02-13 00:00:00",232
19008,269,90,10160,1,0,"Apple Music",,0.01,"2018-02-13 00:00:00",232
19009,269,90,10160,17,0,"Apple Music",,0.12,"2018-02-13 00:00:00",232
